整个画面非常干净	2,4 1
观景窗視野非常明亮	0,5 1
菜单详细	0,2 1
按键布局也较为合理	0,4 1
对焦速度相当快	0,4 1
对焦方式丰富且单点高速对焦速度很快	0,4 1
对目前最为流行的短片拍摄做得也很好	8,12 1
万像素的显示非常清楚	4,6 1
具有较强的动态影像拍摄能力	9,13 1
镜头很实用	0,2 1
拍摄模式不够丰富	0,4 -1
后期成本较低	2,4 1
外观设计感觉没有专业	0,4 -1
相机效果好	0,4 1
防尘不好	0,2 -1
转盘控制轮的位置有点尴尬	0,8 -1
开机速度快	0,4 1
屏幕非常艳丽	0,2 1
无敌兔的画质可以用赏心悦目来形容	4,6 1
为我们的成像预览带来了极大的视觉效果	14,18 1
外形优美	0,2 1
的上参数显示比较清晰	2,6 1
的超级防抖功能	3,7 1
外观采用银色给人一种时尚的感觉	0,2 1
且设置项目较多	1,5 1
搭配上丰富的种场景拍摄模式	7,13 1
操作够复杂的	0,2 -1
快门声音貌似比清脆一些	0,4 1
噪点也很突出	0,2 -1
在短片拍摄上比较弱	1,5 -1
机背上的按钮也过于集中	4,6 -1
使用感受运行还算流畅	4,6 1
拍摄的时候稳定性欠佳	5,8 -1
高速的数字影像处理器是佳能又一法宝	5,10 1
录音的效果也一般	0,5 -1
第一个感觉就是比卡片机好太多	-1,-1 1
画面比细腻	0,2 1
但液晶屏幕效果还是出众	1,7 1
画面也惨不忍睹	0,2 -1
手动对焦模式下的对焦点放大功能十分的人性化	8,15 1
而且还带有诱人的广角	8,10 1
功能齐全	0,2 1
同时又具备全面的自动功能	8,12 1
特别是微距不错	3,5 1
的手感应该比较好	1,3 1
比较小巧的机身配合索尼一贯的精良做工	5,7 1
造成录像时间太短	2,6 -1
界面漂亮	0,2 1
光学变焦速度比较慢	0,6 -1
快门速度设置华而不实	0,6 -1
闪光回电有些慢	0,4 -1
高清摄像	2,4 1
高感不佳	0,2 -1
憨厚的外观十分惹人喜爱	3,5 1
自动白平衡比较准确	0,5 1
第一个缺点就是风景照很差	7,10 -1
紫边现象控制得不够理想	0,4 -1
操作界面也很方便友好	0,4 1
价格低廉	0,2 1
效率极高	0,2 1
富士的机器同等下效果确实比其他没做技术优化的竞争型号要好一些	8,10 1
性价比低	0,3 -1
细节捕捉能力也一般	0,6 -1
效果马马虎虎	0,2 -1
液晶屏回放效果有点艳丽	0,7 -1
方向键的键程较短	0,6 -1
取景太小而且不够清晰	0,2 -1
其色彩还原度图像的清晰度防抖动的效果和在低照度下的拍摄都不错	1,6 1
但是开机速度很慢	2,6 -1
按键布局合理	0,4 1
初步感受机器很沉	-1,-1 -1
手动功能较差	0,4 -1
屏幕表面相对光亮一点	0,2 1
但是显示效果还算不错	2,6 1
出片成功率大大提高	0,5 1
而且在图象的细节表现方面和图象的分辨率上都是非常好	6,12 1
机身规格比其相近等級之与好上一些	0,4 1
操控方便	0,2 1
另外镜头变焦噪声也偏大	4,8 -1
对焦速度有所减慢	0,4 -1
握持感很合适	0,3 1
散热不好	0,2 -1
且分辨率很低只有	1,4 -1
但精度不高	1,3 -1
色彩饱满	0,2 1
此处的人性化设计值得赞赏	6,8 1
通话质量也不错	0,4 1
使用一块万像素英寸的液晶屏显示效果不错	10,17 1
测光好像也要好那么一点	0,2 1
宽容度小	0,3 -1
色彩搭配和谐自然	0,4 1
的内部降噪程序效果非常明显	3,9 1
录音效果很好且没有时间限制	0,4 1
但它给了我近乎完美的使用感受	10,14 1
页面滑动很顺	0,4 1
广角变形十分严重	0,2 -1
画质优异	0,2 1
感觉上总觉得的模样长得惨了点	7,9 -1
电池续航能力不强	0,6 -1
觉得这款机器非常好	-1,-1 1
它的噪点控制的不错	2,6 1
用的时候快门声音很怪	4,8 -1
屏幕太破了	0,2 -1
颜色很艳丽	0,2 1
效果特清晰	0,2 1
充满人性化设计的理念相比前代机型	5,7 1
迅捷准确的对焦	5,7 1
拿起来手感也不错	3,5 1
颗粒较粗	0,2 -1
从整体上看我对这个相机的设计网上说的转轮设计上有缺陷很容易坏和成像还是非常满意的	12,14 1
开机奇快	0,2 1
色彩不正及过渡不好	0,2 -1
暗部噪点控制相当好	2,6 1
噪点比较多	0,2 -1
握持感真的很棒	0,3 1
而且售后服务也比较差一些	2,6 -1
速度非常快	0,2 1
操控不太方便	0,2 -1
最最值得一提的是体积很小巧	8,10 1
菜单操作不够人性化	0,4 -1
高感给人的感觉很精细	0,2 1
整机手感也不错	0,4 1
屏幕显示出众	0,4 1
在最高剛感光度的模式下噪点放大时明显	11,13 -1
出色的光学性能	3,7 1
先对焦后构图速度太慢且容易焦点偏移	4,8 -1
持握手感不错	0,4 1
屏幕实际显示效果较佳	4,8 1
个人感觉它的测光系统检测出来的曝光量非常合适	15,18 1
对焦速度很快这个与其定位相符	0,4 1
可是很多照片在机器上看起来很清晰	4,6 1
存盘速度都非常理想	0,4 1
锐度强	0,2 1
取景的舒适度提高不少	0,6 1
总的来说还是不错的	-1,-1 1
原装电池容量较小	0,6 -1
手柄大小适中	0,4 1
的成像要比奶昔结实	1,3 1
续航还是不错的	0,2 1
晚上可能会用上但噪点比较多	8,10 -1
画质很好	0,2 1
翻转屏非常好用	0,3 1
点对焦够用	1,3 1
真机重量比上一代轻了很多	2,4 1
所以让人感觉塑料感稍重	6,9 -1
做工精细	0,2 1
通话质量还是可以的	0,4 1
成像质量较好	0,4 1
做工细致的外壳	5,7 1
电池强劲	0,2 1
手机外观一般	2,4 -1
操作更加便捷	0,2 1
手动能力弱	0,4 -1
显示效果非常出色	0,4 1
手动峰值对焦确实不错	0,6 1
层次感也差了些	0,3 -1
仿抖做的不是很好	0,2 -1
层次较为分明	0,2 1
触感舒适	0,2 1
主观感觉读写速度不错	4,8 1
做工精细	0,2 1
塑料卡口的缺点是耐用性差	8,11 -1
的宽容度不错	1,4 1
色彩自然	0,2 1
两个取景器都不错	2,5 1
佳能操控性好	2,5 1
显示效果出色	0,4 1
功能相当的多	0,2 1
光学防抖较好	0,4 1
电池坑爹	0,2 -1
画面柔和细腻	0,2 1
值得一提的是夜景拍摄模式	6,12 1
视频拍摄功能不够强大	0,6 -1
一个比较人性化的设计就是机身和底座都会在充电时显示进程	8,10 1
镜头素质确实无可挑剔	0,4 1
是近年来采用感光元件品质最低的一款	10,12 -1
长焦焦段有不错的背景虚化能力	8,14 1
实际用下来觉得中心对焦点非常准	7,12 1
密封不好等	0,2 -1
复杂光源下肤色表现非常好	5,9 1
我手持拍摄的出片率较低	6,9 -1
随机附送的相机吊带金属环扣太长使用时老是与显示屏相碰易划花	9,13 -1
细节和色彩表现都非常出众	0,2 1
价钱便宜又通用	0,2 1
画面流畅	0,2 1
动态格式的短片体积很大	5,9 1
屏幕显示效果不错	0,6 1
性能趋于专业化	0,2 1
感觉佳能的操作有点不那么方便	5,7 -1
画面色彩有些淡	0,4 -1
各部件的接缝十分细小	4,6 1
速度快	0,2 1
色彩艳丽饱和	0,2 1
对强光源的处理不好	1,7 -1
传输使用中速度也确实不错	5,7 1
光线有点暗淡	0,2 -1
存储速度快	0,4 1
整体效果一般	0,4 -1
拍摄出来的相片效果相当不错	5,9 1
音效应该还算可以	0,2 1
机身材质脆弱	0,4 -1
充电确实很慢	0,2 -1
而且操作容易掌握	2,4 1
是非常有前途的系统	7,9 1
软件运行也很快	0,4 1
照相也比好	0,2 1
此机功能较多	2,4 1
但是的触屏体验看起来还不错	3,5 1
外观小巧	0,2 1
它的开机启动速度较慢	2,8 -1
窃以为还是徕卡的软件功底差了	8,10 -1
屏幕大	0,2 1
对焦太慢了	0,2 -1
佳能在机身细节部位要比二代用心很多	3,7 1
呼吸灯准确无误	0,3 1
拥有庞大的镜头群	5,8 1
佳能不仅在长焦距性能上出众	5,10 1
优点高感很不错	2,4 1
在肩屏的信息显示量上也不够丰富	4,9 -1
界面华丽	0,2 1
按钮设计得很顺手	0,2 1
对焦速度偏慢	0,4 -1
这无论是读取还是写入的速度都不像卡快啊	11,13 -1
好在奥林巴斯的售后非常好	7,9 1
超级	-1,-1 1
充电速度很满意	0,4 1
不过与相比的机身确实短了一些从左到右方向	6,8 1
另外的信号也不错	3,5 1
声音的也比大	0,2 1
手感比预想的要好	0,2 1
画面颗粒感较强	0,5 -1
是目前功能最强的倍光学变焦数码相机	3,5 1
寸万像素显示效果尚可	4,8 1
至于防尘就不在话下了	2,4 1
外形小巧	0,2 1
精良的做工	3,5 1
相机右部的握柄部位手感极佳	9,11 1
而且照相的效果很一般	2,7 -1
的手感特别好	1,3 1
光圈小	0,2 -1
它的微距更是让人得心应手	2,4 1
屏幕的色彩显示要比好上很多	0,7 1
操作上更方便了	0,2 1
前后均匀的配重	5,7 1
机身尺寸和重量上要比轻薄一些机子整个布局	0,4 1
场景模式过多	0,4 1
其中最为实用的当数降噪功能	9,13 1
保证了优质的成像效果	6,10 1
并且它的拍摄模式也是非常的多	4,8 1
过于艳丽	-1,-1 -1
当然还是有些高	-1,-1 1
电池坚持时间久	0,6 1
其电力还是比较强劲的	7,9 1
寸万象素的液晶屏有点落伍了	5,8 -1
效果好	0,2 1
电池也如大家说的一样使劲折腾的话真是不怎么耐用	0,2 -1
的机顶液晶屏更大	1,6 1
按键手感毫无悬念	0,4 -1
双面玻璃质感没有想象中的好	4,6 -1
倍的拉近感还是不错的	2,5 1
展现了较好的层次感	6,9 1
连拍的威力真的很爽	0,2 1
锐度高些	0,2 1
画面清晰	0,2 1
夜景手持真的很吃力	0,4 1
机身很大	0,2 1
就是防抖性非常非常差	2,5 -1
虽然广角端视野较标准头要小	2,7 -1
摄像画质好过同时期的佳能尼康的半幅机新上市的尼康那块东芝的感光元件听说更强	0,4 1
超长的电池寿命是	3,7 1
总体上感觉还不错	-1,-1 1
快速的自动对焦系统装配的是点人工智能自动对焦	3,9 1
清晰度都不错	0,3 1
使用起来她的反应迅速	6,8 1
色彩还原真实可靠	0,4 1
成色比我的机好	0,2 1
玩了半年就出掉了主要是边缘成像太差色散严重	11,15 -1
画质也好	0,2 1
拍的照片很漂亮	2,4 1
画面迟滞非常明显	0,4 -1
屏幕更是出色	0,2 1
耗电量比较大	0,3 -1
外观喜欢	0,2 1
拍照功能比较复杂	0,4 -1
连拍够用了	0,2 1
金属背壳非常有质感	0,4 1
存储较慢不知道为什么用了卡	0,2 -1
拍照效果还算可以	0,4 1
因为它的机身体积与屏幕尺寸都比较小	4,8 1
而且发热量大	2,5 -1
屏幕比细腻	0,2 1
强大的配置和主流的参数证明	3,5 1
外面的工程塑料手感很好	7,9 1
而且电池毕竟还是不太经用	2,4 -1
色彩过渡也不尽如人意	0,4 -1
液晶屏明显变暗	0,3 -1
操作很流畅	0,2 1
电池使用时间长	0,6 1
佳能机器的操作风格都是大同小异的	5,9 1
可玩性大大提高	0,3 1
一般定焦镜头构造简单	2,8 1
画面显示效果很好	0,6 1
它为像本人这样的夜拍爱好者提供了相对细腻的画质	21,23 1
游戏画面动态效果均不错	0,8 1
多了几档光圈的镜头可以与快门配合为日常使用提供更多的曝光量组合	26,31 1
感觉那个音效增强功能很强大	4,10 1
侧滑有点松	0,2 -1
实际拍摄中感觉成像清晰	7,9 1
和表情变化丰富的儿童能有较好的效果	15,17 1
这个功能对于初级使用者来说相当实用	2,4 1
存盘速度都比较理想	0,4 1
屏幕细腻	0,2 1
虽然没有漂亮的双色机身设计	9,13 -1
屏幕颜色发黄	0,4 -1
外观还可以	0,2 1
的噪点控制的很好	1,3 1
的成像质量在卡片相机中属于不错的水平	1,5 1
彩色夜摄效果实在不敢恭维	0,6 -1
最便宜的摄像机	-1,-1 1
浏览图片很爽	0,4 1
色彩非常的艳丽	0,2 1
手柄也太小	0,2 -1
开机速度快	0,4 1
觉得电池续航能力很一般	2,8 -1
紫边现象严重	0,4 -1
还原真实	0,2 1
手感好得多	0,2 1
导致传声音质很差	4,6 -1
锐度很好	0,2 1
不但拥有惊人的对焦速度	7,11 1
的金属听筒也很牢固	3,5 1
和还是比较细腻的	-1,-1 1
机身质感差	0,4 -1
外形尺寸比较大	0,4 1
镜头覆盖广	0,2 1
锐度偏低	0,2 -1
在上存在的操控按键手感偏硬的问题在这里依旧存在	5,11 -1
但是整个机身比较光滑	2,6 1
对焦尚可	0,2 1
不过做工和手感还是比较让人满意的	2,4 1
高感强大	0,2 1
打电话声音还比较清晰	3,5 1
无论在任何环境中都能保持非常干净的画面	17,19 1
完备的手动功能	3,7 1
拍摄短片有一个小小的遗憾就是	0,4 -1
商家确实不错机子也赞	-1,-1 1
的实际拍摄速度还是令人满意的	3,7 1
分辨率高	0,3 1
拍摄模式很齐全	0,4 1
效果还是不错的	0,2 1
外观比较差可能是个人眼光问题吧	0,2 -1
显示效果和流畅度非常满意	0,4 1
你会发现真心不错	-1,-1 1
表现还行吧	-1,-1 1
就是的系统操作有些地方不简洁	3,7 -1
画面真实	0,2 1
个人感觉这个设计非常棒	-1,-1 1
暂时还不够丰富的系统	8,10 -1
对焦速度偏慢	0,4 -1
成像很好	0,2 1
秒的开机速度着实让本人吃惊	2,6 -1
续航能力偏弱	0,4 -1
设计更具流线型	0,2 1
虽然画质还不错	2,4 1
整体机身变得更加圆滑	2,4 1
对焦确认功能的确非常好用	0,6 1
可能效果不是很理想	2,4 -1
机身高度也不如尼康的一些机型来得高	0,4 -1
照相机号称	0,3 1
使用拍摄的照片十分细腻	5,7 1
上佳的成像能力	3,7 1
外观没的大气	0,2 -1
照片的存储方式是这款相机的又一大特色	0,7 1
光学变焦倍数太低	0,6 -1
佳能的菜单总体来看界面友好	9,11 1
手感也不错	0,2 1
夜景拍摄效果欠佳	0,6 -1
合焦比较坚决和迅速	0,2 1
尼康会继续大力发展系列了另外体积比小也算是的优势吧	14,16 1
所以在近距离用闪光灯照出的照片亮度过大	13,17 -1
左右的价格比较合适	3,5 1
分辨率偏低	0,3 -1
手柄宽大厚实	0,2 1
尺寸太小	0,2 -1
对焦模式也丰富很多	0,4 1
带碎花纹的背盖很薄	5,7 -1
画质比较细腻	0,2 1
屏幕真耗电	0,2 -1
机身质感佳	0,4 1
镜头伸出的速度也不是非常快	0,7 -1
优点屏幕够大	2,4 1
机器本身的音质不错	5,7 1
镜头焦距也缩短了	0,4 -1
但是它的磨砂金属机身和小巧的机身依然为用户带来了很好的手感	8,10 1
采用的自动白平衡效果不佳	3,10 -1
质量稳定性堪忧	0,5 1
光圈不是很大	0,2 -1
图像细节丰富	0,4 1
色彩不够通透	0,2 -1
抗眩光能力较差	0,5 -1
照片效果也很好	0,4 1
都说可视角度差	2,6 -1
拍室内流水及夜景有时效果难以完美	10,12 -1
低感光度拍摄的图像犀利清晰层次好	7,9 1
但是就是因为功能太多	6,8 -1
外观并无出色设计	0,2 -1
紫边和暗角也控制的相当不错	0,2 1
自动白平衡极为准确	0,5 1
整体造型比较美观	0,4 1
惊艳的外观与轻薄的设计	3,5 1
但是可选择的分辨率太少了	6,9 -1
的整机做工很不错	1,5 1
后面版设计不是很好	0,5 -1
无疑更坚挺一些	-1,-1 1
高感非常好	0,2 1
机身肥大	0,2 -1
电池不耐用同样是致命的缺点	0,2 -1
是反应慢	1,3 -1
完美屏	2,3 1
外观精美	0,2 1
拍出的图片层次感和立体感丰富	3,8 1
外形以及把持手感方面表现出色	0,2 1
云彩以及一些颜色对比较弱的物体对焦速度较慢	15,19 -1
配置相比小米要好的多	0,2 1
体形较为小巧	0,2 1
防打扰模式很实用	0,5 1
另外高感也差很多	2,4 -1
具有较强的动态影像拍摄能力	9,13 1
图象锐度不错	0,4 1
续航力还是一般	0,3 -1
色彩未必比差	0,2 1
对焦速度尚可	0,4 1
颜色也很讨好	0,2 1
第一电池强劲	2,4 1
双电池系统电力超长	5,7 1
广角表现就差了些	0,2 -1
手感良好	0,2 1
写卡速度慢	0,4 -1
有大量场景模式供选择	3,7 1
的画面给人的第一感觉就是鲜艳锐利	1,3 1
就暗很多	-1,-1 -1
最长焦端解像能力比较差	1,8 -1
总体色调偏暖	2,4 1
整体不错	-1,-1 1
对焦迅速准狠	0,2 1
分辨率还比尼康的高	0,3 1
视频播放也很流畅	0,4 1
这两个都是不错的人像头	8,11 1
整机重量不是很重	2,4 1
广角拍摄方便畸变控制很好	6,10 1
屏幕亮度色彩都好	0,6 1
这优化也太无语了	1,3 -1
图象质量很好	0,4 1
且较大	-1,-1 1
手感光滑	0,2 1
按键过多	0,2 -1
的直出色彩是最好的	1,5 1
提供的各项功能之丰富	5,7 1
原装电池的价格更是吓人的	5,7 -1
不过这个模式拨盘操作性比较差	4,11 -1
这可是一个比较贴心的设计	10,12 1
前后均匀的配重	5,7 1
色彩不够鲜艳	0,2 -1
新镜头在体积与重量上都较传统的镜头少许多	4,6 1
机身按钮与功能选单	0,4 1
还是的操控好	3,5 1
外观小巧时尚	0,2 1
电池续航能力很强	0,6 1
外观小巧	0,2 1
色彩还原还是很准确的	0,4 1
供电方面是此次的一个绝对亮点	0,4 1
电池还行吧	0,2 1
拥有这般速度的它还具备超强的微距	14,16 1
可视角度还行	0,4 1
它的自动白平衡相对来说比较准确	2,7 1
颜色很艳丽	0,2 1
反应时间极快	0,4 1
具有不错的高性价比	6,9 1
这是一台不错的单反	-1,-1 1
机器对焦准确合焦坚决	2,4 1
性价比很高	0,3 1
重量和大小非常	0,2 1
感觉这款机器不错	-1,-1 1
虽然曝光准确但在逆光部位边框较明显	2,4 -1
电池特耐用	0,2 1
快门延迟不明显	0,4 1
顶级机身性能	2,6 1
色彩艳丽	0,2 1
这样的设计也挺合理	3,5 1
微距处理做的不错	0,4 1
还把跟一样的超高分辨率的短片拍摄能力挪动过来	8,11 1
值得一提的是专业的防抖技术	9,13 1
稳定的信号	3,5 1
很多人说价格偏高	4,6 -1
更为人性化的设计	6,8 1
功能键布局总体合理	0,5 1
对焦速度感觉比慢一点	0,4 -1
连拍效果较好	0,4 1
机顶闪光灯位置相当合理	2,5 1
这些性能很多在当时刚刚出品是都是最强的了	2,4 1
各种的拨盘选择器在调整参数上确实很便捷	3,8 1
可能机身比较厚的缘故吧	2,4 1
色彩还原准确	0,4 1
可视角度不大	0,4 -1
随机还赠送精美皮套一个	7,9 1
大镜头大变焦	1,3 1
曝光正常	0,2 1
简洁的设计	3,5 1
但是效果非常的好	2,4 1
看色彩不错	1,3 1
手感很差	0,2 -1
电量消耗比过去更少	0,4 1
系列年不变的低调外形	8,10 1
显示效果很好的旋转液晶屏确实是一个亮点	7,12 1
的变焦是最快的	1,3 1
虽然质量很好	2,4 1
配置厚道	0,2 1
理论上控噪能力会提升	3,7 1
但是拍近景不是很得力	2,5 -1
英寸的液晶屏一是有点小	3,6 -1
当初选择是因为她具有超簿的机身	13,15 1
画面中透着一些柔和	0,2 1
旁轴取景器的放大率小的可怜	0,9 -1
光圈不是很大	0,2 -1
成像效果一般	0,4 -1
性价比上佳的机器	0,3 1
感觉以为代表尼康新机色彩趋向明艳	10,12 1
画面的整体感觉偏软	0,7 -1
防抖效果较好	0,4 1
电量显示不正常	0,4 -1
真的是颗粒感很强的	3,6 -1
因为功能较多	2,4 1
机身小巧方便携带	0,2 1
外形设计考究	0,4 1
结果对焦和色彩让人失望	2,4 -1
性格鲜明	0,2 1
虚化好	0,2 1
快门速度较慢	0,4 -1
采用了可翻转英寸万像素液晶屏显示效果出色	11,18 1
前面的阻尼转圈很实在	3,7 1
很轻便	-1,-1 1
总体效果其实很不错	0,4 1
松下机器的电池一直是为人们所津津乐道的	5,7 1
使操控更为简便	1,3 1
配备的显示器显示效果比较真实	3,10 1
紫边很不爽	0,2 -1
同时小巧的高速快门	7,9 1
感觉在变焦的时候有些迟滞	3,5 -1
理光的技术参数是非常诱人的	3,7 1
总体说显示效果满意	3,7 1
成像质量挺好的	0,4 1
画质也有进步	0,2 1
做工很好	0,2 1
再有性价比出众	2,5 1
而且的噪点控制居然比强大的多	3,7 1
在比较暗的地方其对焦成功率仍然很高	8,13 1
机子很轻	-1,-1 1
屏幕色彩过于艳丽	0,4 -1
加工也很精致	0,2 1
但在各项拍摄功能上还是做得很周到的	4,8 1
不仅外观上略显累赘	2,4 -1
实际到手后发现画质相当好	7,9 1
延时长	0,2 -1
画面颗粒感较重	0,5 -1
前后玻璃屏手感极佳	2,7 1
防滑性能非常好	0,4 1
夜景拍摄效果不够好	0,6 -1
另外价格也有些偏高	2,4 -1
尤其在全黑的情况下成像较差	9,11 -1
功能按键设计也更具人性化	0,6 1
而且环的宽度不够	2,6 -1
相机对焦略显犹豫	2,4 -1
视野广	0,2 1
优秀的手感	3,5 1
视频拍摄流畅	0,4 1
优秀的画质	3,5 1
操控性能良好	0,4 1
照片质量较好	0,4 1
整体操作非常方便	0,4 1
后盖防滑的喷漆手感很好	7,9 1
而且手柄持握起来很舒服	2,4 1
噪点控制能力一般	0,6 -1
开机速度一般	0,4 -1
中间对焦很准很快	2,4 1
感觉机子更惊艳了	-1,-1 1
镜头开启方式独特	0,6 1
色彩太假	0,2 -1
另外就是分辨率确实弱了点	4,7 -1
机子发热情况一般	2,4 1
噪点控制得很好	0,2 1
比出色	-1,-1 1
而且由于机身小巧	4,6 1
现在的按键用起来不爽	3,5 -1
所以在其它相机上常见的紫边现像已经很少了	11,13 1
测光很麻烦	0,2 -1
设计别致	0,2 1
色彩还原真实鲜艳	0,4 1
本人感觉它的紫边抑止能力不错	6,12 1
且目前售价也略高	3,5 -1
先进对焦系统也得到了保留	2,6 1
色彩还原相当准确	0,4 1
硬件配置不错配置的是在时尚卡片机中最高端的大视角	0,4 1
套头性价比高	2,5 1
目测对焦速度慢于	2,6 1
还有就是价格比较合适拉	4,6 1
完全够用了	-1,-1 1
握持感好于和无敌兔	0,3 1
转换焦点非常方便迅捷	0,4 1
也是索尼所有立式机当中配置最低的一款	11,13 -1
机身很坚固可靠	0,2 1
表面橡胶材质持握舒适	0,6 1
胜在机身质感佳	2,6 1
虽然指标并不出众	2,4 -1
特别是那些快捷小工具很方便	7,10 1
系统的系系和系的摄像功能都相当强大	8,12 1
倍变焦施奈德镜头的参数就有些缩水了	3,11 -1
延续了索尼数码相机较强的短片拍摄能力	12,18 1
微距拍摄效果非常好	0,6 1
配合黑色的机身显得非常高贵典雅	5,7 1
万摄像头效果不太好	1,6 -1
成像色彩很一般	0,4 -1
成像畸变少	0,4 1
但便携机在图像质量上总是稍欠缺一点还有不能换镜头局限了拍摄题材	5,9 -1
可玩性还是相当高的	0,3 1
噪点的产生少	0,5 1
中央五个对焦点很暴力	4,7 1
与相比款式更新	3,5 1
快门很轻	0,2 1
相机效果比牛有提升	0,4 1
传输速度过慢	0,4 -1
机身外形设计有些偏大	0,6 -1
自动对焦较慢	0,4 -1
其画质细腻饱满明暗及色彩过渡也好于	1,3 1
手握相机手感非常舒服	4,6 1
照片质量都比较令人满意	0,4 1
操作流畅	0,2 1
外观既没有时尚	0,2 -1
也使机身更具质感	2,4 1
在便利的同时对焦相当不舒服	6,8 -1
再加上比较方便的操控方式及预设的场景模式	8,12 1
成像质量不佳	0,4 -1
阳光下清晰度高	3,6 1
续航能力强	0,4 1
制作工艺都不错	0,4 1
改成之后虽然画质变好	6,8 1
触摸屏做得不错	0,3 1
自动对焦速度太慢	0,6 -1
实用性很好	0,3 1
使用机身背布的八方向功能转盘调整对焦时响应速度快捷	19,23 1
握在手里比尼康手感要好	7,9 1
广角很爽	0,2 1
变焦迅速均匀	0,2 1
机器比稍重粗大些	-1,-1 -1
对于家用消费级的来说成像方面还可以	10,12 1
高表现出色	-1,-1 1
拍摄质量非常好	0,4 1
万像素的高分辨率	5,8 1
的这款液晶屏将会非常方便	3,6 1
快门按键面积过大	0,6 -1
画面跳动大	0,2 -1
但是细腻度是可以的	2,5 1
是很超值的广角镜头	5,9 1
超微距对焦速度偏慢	3,7 -1
较轻的重量源于没有了的全天候密封金属机身	3,5 1
这款相机的另一特色便是优秀的连拍能力	14,18 1
存在很明显的噪点现象	6,8 -1
电源和音量键的手感实在差强人意	0,2 -1
对焦快	0,2 1
有不良的紫边现象	4,6 -1
佳能系列的做工实在太一般	5,7 -1
参数丰富	0,2 1
屏不比屏差	0,1 1
机顶部分按键手感偏硬	4,8 -1
场景模式比较多	0,4 1
高感优异	0,2 1
而且显示器的可视角度也不错	2,10 1
具有较强的手动功能	5,9 1
这是一个相当实用的功能	9,11 1
作为新品硬件不错	4,6 1
跟踪对焦好象速度不太快	0,4 -1
工艺很精致	0,2 1
多元化的设置有更大的选择余地	4,6 1
但是强劲的机能会弥补画质的不足	5,7 1
其轻薄时尚的外观即使是与一向以时尚相机而著称的日系品牌比起来也毫不逊色	6,8 1
尤其是开机和变焦相当流畅	3,5 1
画面锐度好	0,4 1
质量差	0,2 -1
手动功能齐全	0,4 1
还具有超级微距功能	5,9 1
体积不大	0,2 1
不过个人感觉金属饰条没有的精致	6,10 -1
这款机子确实很不错	-1,-1 1
主要感觉色彩还不错	4,6 1
图像储存慢显示屏黄灰色不适合我们的眼光观看	0,4 -1
而这样一台在操控上近乎完美的相机	6,8 1
快门时滞短	0,4 1
但是实用性却毋庸置疑	2,5 1
预设的摄影模式也十分有用	3,7 1
这些模式使得照片艳丽明快	6,8 1
可是它的机械性能又实在是不好	4,8 -1
标准套机手感还行	4,6 1
效果不错	0,2 1
佳能作为元价位的中专端机其性能还是非常优秀的	13,15 1
控制还不错	0,2 1
而且长焦端成像质量一般	5,9 1
服务也不满意	0,2 -1
对焦速度一般	0,4 -1
只能怪它的成像不好	5,7 -1
饱和度高	0,3 1
做工还将就	0,2 1
系统的技术是先进的	3,5 1
微距性能极佳	0,4 1
同步音乐铃声照片视频比较麻烦	0,10 -1
