安装软件简单	0,4 1
拍照跟屏幕相对好点	0,2 1
屏幕很漂亮	0,2 1
成像质量一般般	0,4 -1
外观真不是怎么很好看	0,2 -1
总体感觉挺不错	-1,-1 1
不过也同意其他网友说的画质不是很油润鄙人在室内用的多灯光杂且色温很乱用光高手若觉得它很油润请你板砖啊	11,13 -1
减噪不错	0,2 1
在视觉上感觉屏幕很大	6,8 1
色彩也很好	0,2 1
就是屏幕感觉有点暗	2,4 -1
波导女人星手机转轴的设计良好	5,12 1
内存也小得可怜	0,2 -1
套头成像颜色偏冷	2,6 1
由于两侧的快捷功能按键都是突出的	5,11 1
挺好用的谁用谁知道哦	-1,-1 1
感觉显示效果稍稍强过	2,6 1
只有从机顶看觉得造型怪异些	8,10 -1
它不光存储容量大可选择的模式多	3,7 1
黑色面板银色边框的的设计看上去稳重大方	10,12 1
字太大	0,1 -1
显示效果好	0,4 1
如果能忍受它缓慢的存储速度的话	9,13 -1
手感的分量还是蛮足的	0,2 1
操作方法简单便捷	0,4 1
其体积和一样比较小巧	1,3 1
拍摄清楚	0,2 1
电容屏用起来还是蛮顺畅	0,3 1
不过我用的是理光手动标头很难做到对焦准确	16,18 -1
硬件一流没什么说了	0,2 1
数字键和符号键的键位比较宽松	8,10 1
自动对焦能力也不错	0,6 1
说明书不详细	0,3 -1
上网速度应该是我见过速度最快的了	0,4 1
造型独特	0,2 1
输入速度很快	0,4 1
还可以使用导航键很方便的调节取景亮度	5,8 1
短信中英文切换麻烦	0,2 -1
铃声演绎声音细腻	4,6 1
边角过度均匀而且圆润	0,2 1
万像素摄像头功能还可以	3,8 1
电池待机时间不尽人意	0,6 -1
的外观的确是最大亮点了	1,3 1
音量键的用途非常丰富	0,3 1
摄像头那地方的设计太烂了	0,3 -1
电池待机时间够长	0,6 1
屏幕显示效果很好	0,6 1
另外待机方面还算中规中矩	2,4 1
由于这款手机内置丰富的拍摄软件功能	11,17 1
待机时间还行	0,4 1
分辨率很高	0,3 1
手感更好	0,2 1
来电防火形同虚设	0,4 -1
配置较主流	0,2 1
电池非常不经用	0,2 -1
超长待机铃声很大	2,4 1
至少本人觉得外观比好看	6,8 1
在千元左右的手机中摩托罗拉算是功能齐全的低价位手机	15,17 1
长达秒的录音功能可记录下用户最真实的声音	4,8 1
外放音量偏小	0,4 -1
话音清晰饱满	0,2 1
使用起来发热没有控制好	4,6 -1
效果很差	0,2 -1
肤色偏黄	0,2 -1
很多人觉得造型很怪异	5,7 -1
显示速度也很快	0,4 1
但是用手机网络就很慢了	3,7 -1
手机转轴的力度和紧密程度都不错	0,7 1
手感不错	0,2 1
声音也清澈	0,2 1
机器反映慢	0,4 -1
拍照功能无与伦比	0,4 1
加上底部精细的透音孔	7,10 1
细节也不错	0,2 1
内存控制比好	0,4 1
铃声优美动听机身内置了首悦耳动听的和弦铃声以及种信息提示音	0,2 1
外观设计的不错	0,4 1
圆润光滑的边角工艺	5,9 1
背面很山寨	0,2 -1
机器反映慢	0,4 -1
电池部位就特别热	0,4 -1
屏幕我感觉比要好	0,2 1
手感很好	0,2 1
对焦速度比较难	0,4 -1
广播音质都特别好	0,4 1
手机质量很好	0,4 1
感觉音质没有我的好	2,4 -1
由于机的软件慢	4,6 -1
手机会有比较明显的爆音现象	9,13 -1
电话没有觉得不方便	0,2 1
自带输入法联想功能很强的	0,9 1
海尔手机具有级对比度调节功能和独特的手机多画成像技术	18,26 1
随着的渐渐老迈及落伍	-1,-1 -1
而且小了一点	-1,-1 -1
小的可怜的屏幕	5,7 -1
在亮度对比度等方面的指数都很出色	1,3 1
画面清晰恢宏	0,2 1
整个的功能按键的面积也比较小	3,10 -1
输入字体太小	0,4 -1
整部机上按键排列整齐	4,6 1
各部分设计合理	3,5 1
但显示还算细腻	1,3 1
听筒的音量比较小	0,5 -1
外屏色彩虹来电显示灯非常漂亮	5,10 1
很艳丽	-1,-1 1
但操作性较差	1,4 -1
可能屏小	2,3 -1
音质还是非常给力的	0,2 1
的体积握起来手感还是不错的	1,3 1
对焦速度慢	0,4 1
感觉比要好	-1,-1 1
同时具有丰富的短信息联想功能	7,14 1
视频图像也很清晰	0,4 1
音色纯正而丰富	0,2 1
电池其实挺抗用的	0,2 1
参数平平	0,2 -1
聚焦速度还是不错	0,4 1
尺寸非常合适	0,2 1
万像素的摄像头功能比较齐全	4,9 1
第一感受做工不是很精细	4,6 -1
玩游戏发热也比较严重	3,5 -1
操作简便	0,2 1
待机时间短	0,4 -1
电池做得不好	0,2 -1
感觉就是动画漂亮了	4,6 1
快门声音变清脆多了	0,4 1
安卓应用体验还不错	4,6 1
声场还是有些局促	0,2 -1
独特的外观设计也是小的亮点之处	3,7 1
但是的键盘实在是有些太小了	3,5 -1
内容也相当丰富	0,2 1
第二原机自带的耳机表现真心不好	7,9 -1
俱备较高的万像素摄像头	8,11 1
最出色色彩还原的出错率最低	-1,-1 1
按键设计非常经典	0,4 1
缺点像素太高了	2,4 -1
流量很费	0,2 -1
其独特的反转轴设计更符合人机工程学	4,9 1
操作起来更方便	0,2 1
快的连过度动画都不完整	5,7 -1
这样的性价比还算不错了	3,6 1
而且整体的造型更为圆滑	2,7 1
的体积和机身重量算是小巧类了	1,3 1
而且效果很好	2,4 1
似乎无敌兔的也不如方便	-1,-1 -1
安全保密性好	0,5 1
精妙独特的外形设计	5,9 1
可玩性还是挺高的	0,3 1
其实诺基亚最大的看点就是他全新的技术	16,18 1
上网速度可以	0,4 1
重量不是很重	0,2 1
音乐播放比我的音效更好	0,4 1
拍出的画面会有模糊的感觉	3,5 -1
也是最不人性化的设计	8,10 -1
通话质量高	0,4 1
颗粒感依旧明显	0,3 -1
表现优秀	-1,-1 1
外形比较漂亮我很欣赏的外形	0,2 1
待机强悍	0,2 1
可玩性强	0,3 1
哎系统虽好	1,3 1
扩展性一般	0,3 -1
但是屏幕实在不堪入目	2,4 -1
自带耳机听歌音质还可以	2,4 1
但是有些软件同类软件做的不如苹果细致	4,6 -1
所以在好看的亮度外表下	8,10 1
软件比较稳定	0,2 1
屏幕分辨率较低	0,5 -1
来去电背景难看死了	0,5 -1
强大的电话簿功能	3,8 1
对手机最重要最基本的通讯功能处理的非常过硬	10,14 1
达到最佳音乐播放效果	4,10 1
多普达整机外形圆润	5,7 1
铃声的效果令人感到满意	0,5 1
内存小	0,2 -1
而且各个按键间隔都比较的大	4,8 1
效果还是不错的	0,2 1
系统比较流畅	0,2 1
音效方面自己感觉还可以吧	0,4 1
声音清晰	0,2 1
电话簿内容丰富	0,5 1
但是个人感觉的呼吸灯没有那么优雅	7,10 -1
电池使用很心痛	0,2 -1
功能也很贴心	0,2 1
导航键漂亮且手感很好	0,3 1
屏幕效果方面都比较令人满意	0,6 1
操作系统好看	0,4 1
速度很流畅	0,2 1
录音功能很不错	0,4 1
照相方面色彩比较好	4,6 1
内置天线的设计使得外观更显清新简洁	9,11 1
软件人性化	0,2 1
要比方便	-1,-1 1
音色出众	0,2 1
成像效果非常不错	0,4 1
电话本管理上不尽人意	0,5 -1
总的来说是一款性价比很高的双核双卡双待联通手机	7,10 1
设计出色	0,2 1
快门比家的好许多	0,2 1
效果非常不错	0,2 1
晚上拍照比较吃力	2,4 -1
带的收音机也很好用	2,5 1
色彩过渡自然	0,2 1
导致屏幕视觉效果不佳	4,8 -1
屏幕的图像依然清晰可见	0,5 1
机器配置可以	0,4 1
到目前为止其表现堪称完美	-1,-1 1
主流时尚的蓝牙	5,7 1
通话记录更为详细	0,4 1
软件十分丰富	0,2 1
这手机的铃声穿透力强	4,9 1
其软件确实也多	1,3 1
在强光下拍摄出的图片有点偏色	8,10 -1
铃声效果清脆动听	0,4 1
且耗电量忒大	1,4 -1
机器很美很漂亮	-1,-1 1
键位也编排的不错	0,2 1
软件的运行是流畅的	0,5 1
手机外观虽然不过时	0,4 1
简洁的流线型设计银翼合金外壳质感配以可度旋转的折叠式前盖	6,8 1
本人的机器信号不是很强	5,7 -1
电池待机时间太短	0,6 -1
游戏运行好	0,4 1
体验感虽好	0,3 1
电池续航能力差	0,6 -1
听筒实在不敢恭维	0,2 -1
软件不全面待完善还可以接受	0,2 -1
这款手机还是不错的	-1,-1 1
这也是非常人性化的设计	9,11 1
电池使用时间太短	0,6 -1
价格便宜	0,2 1
运行流畅	0,2 1
手机配置均衡	2,4 1
出来的片子更糟	3,5 -1
音质还不错	0,2 1
死机多	0,2 -1
手感和屏幕效果也还可以	0,2 1
屏幕太小	0,2 -1
色彩明艳	0,2 1
对焦相当靠谱的	0,2 1
手机电池不耐用虽然是接近毫安的电池	2,4 -1
部分机子的外壳之间的连接处缝隙过大	10,15 -1
稳定性照电子快门线和遥控器差的多	0,3 -1
游戏的娱乐性不强	0,6 -1
按键不大方便	0,2 -1
所以待机时间很短	2,6 -1
声音也很大	0,2 1
除了继承了出色的机身设计操控手感的大光圈定焦微距等特点外	8,12 1
外表的质感也比较上乘	0,5 1
为欣赏音乐电影创造美妙的音质	12,14 1
如果上市价格便宜一点	4,6 -1
该机有很多人性化的功能	9,11 1
虽然尺寸不大	2,4 -1
系统整体上很流畅	0,2 1
构图也不难	0,2 1
质量过硬	0,2 1
做工出色	0,2 1
手机反应速度慢	2,6 -1
其附件做工同样厚道	1,5 1
机身质量比我想象中的好得多	0,4 1
价格太高	0,2 -1
的铃声个人觉得还是相当大了	1,3 1
手机的反应速度没有以前快	3,7 -1
长度和厚度均比要小点	0,2 1
而且速度挺快的	2,4 1
屏幕做的比较好	0,2 1
一是屏大靓丽	2,3 1
声音效果出色	0,4 1
应用数量少而且质量差	0,2 -1
外放非常烂	0,2 -1
性价比比较高	0,3 1
说道这个机子慢	-1,-1 -1
文字细腻	0,2 1
软件的速度很快	0,5 1
的功能很强大	1,3 1
音质效果一般	0,4 -1
配置太少	0,2 -1
感觉摩托罗拉这个机子除了外观好看之外适合女孩子用	12,14 1
屏幕虽不细腻	0,2 -1
但适应后输入很快	4,6 1
机器底部圆弧过大	0,6 -1
和旋铃声假的让人倒胃口	0,4 -1
短信输入慢	0,4 -1
造型简约大方	0,2 1
该机的录音功能也挺不错	3,7 1
机身做工还可以	0,4 1
这个还是技术不够硬的缘故吧	4,6 -1
短信功能方便	0,4 1
音质偏差	0,2 -1
对焦果断	0,2 1
细抠的话可能快一点点	-1,-1 1
打电话声音清晰	3,5 1
速度是很快	0,2 1
图像细节再现细腻	0,4 1
较高的性价比我们也不能忽视	3,6 1
手感真的是一流	0,2 1
显示细腻	0,2 1
音量调节过大	0,4 -1
整体的表现并不是非常出色	0,5 -1
外观设计的还算不错	0,4 1
视频录像时的音效很坑爹	0,8 -1
总结外形无可匹敌	2,4 1
触摸感也非常流畅	0,3 1
的连通性比较好	1,4 1
系统的反应速度会又慢一点	0,7 -1
键盘等区域分布的整整有序	0,2 1
对焦很快	0,2 1
分辨率超高	0,3 1
整体的连贯性能表现出色	3,7 1
同时具有丰富的短信息输入联想功能	7,16 1
功能比较齐全	0,2 1
电池待机时间短	0,6 -1
手机电池不耐用	2,4 -1
而且此款手机存在很多缺陷	4,6 -1
超薄的机身比还要出色不少	3,5 1
这款手机的转轴的紧密性表现出色	5,11 1
同时颜色过度自然真实	2,4 1
附带的耳机也不好	3,5 -1
三款游戏的娱乐性不错	5,8 1
不过的对焦速度是最快的	3,7 1
加入了更多的时尚元素金属质感极强的机身更加优秀的显示屏幕	17,19 1
运行起来不算是特别流畅	0,2 -1
在系统的操作上没有感觉比差	1,6 1
的机身内存够用了	3,5 1
画面很炫	0,2 1
查电话号码不方便	1,5 -1
屏幕不赖	0,2 1
拍照效果还是很给力的	0,4 1
音量较大	0,2 1
就是感觉三星的屏幕有些太艳丽了	7,9 1
手机自带的铃声不好听	5,7 -1
的三围尺寸以及的适中重量	10,12 1
屏幕还是很赞的	0,2 1
功能拍摄风景很实用	0,2 1
界面设计的很好	0,4 1
立体感强劲	0,3 1
图象完全看不清楚	0,2 -1
大屏幕	1,3 1
蓝牙耳机使用简单	0,4 1
但声音很小	1,3 -1
内置铃声的音量也比较大	5,7 1
短信输入麻烦	0,4 -1
缺点尺寸是有点大	2,4 -1
画质细腻并可冲印成照片而毫不逊色	0,2 1
音响十足	0,2 1
但整体性能还有所不足	1,5 -1
拥有了更高的像素	6,8 1
第二就是系统的可操作性很好很强大	4,11 1
菜单反映速度快	0,6 1
它标配的锂离子电池很好用	7,9 1
索尼手机外形偏厚	4,6 -1
的整体外形典雅大方	1,5 1
按键流畅	0,2 1
的闹钟功能也很实用	1,5 1
电信定制的软件太多	5,7 -1
除了亮度高	2,4 1
导航键盘的设计过小	0,7 -1
超大屏幕占据了机身一半的位置	2,4 -1
优点反应速度在同时代手机系列等系列中傲居榜首	2,6 1
手感好	0,2 1
做工令人满意	0,2 1
图片显示超慢	0,4 -1
做工屏幕显示绝对没我索爱好	0,2 -1
彩屏效果不错	0,4 1
好处之二就是更高的分辨率	9,12 1
不过手机确实蛮好看的	-1,-1 1
即使是晚上的照片都是清晰的	6,8 1
而且亮度也很高	2,4 1
该机可玩性非常高	2,5 1
音域宽广自然	0,2 1
反正索尼的手机拍照的成像效果都不怎么样	7,14 -1
系统自带的一些软件很不错	7,9 1
整体感觉性价比不错	4,7 1
灵敏度高	0,3 1
屏幕表现力依旧不足采用的依旧是传统的的屏幕分辨率	0,5 -1
软件反映速度较快	0,6 1
寸的屏幕可以说是小最让人遗憾的硬件缺憾了	2,4 -1
的的确很清晰	-1,-1 1
这样的配置使得手机在铃声的表现力方面还是比较的丰富多彩的	10,16 1
色彩艳丽程度以及灵敏度都无可挑剔	0,6 1
手机采用了简约的直板式机身设计	11,15 1
但速度绝对比红外要快	1,3 1
速度比要快	0,2 1
屏幕大	0,2 1
输入法简单好用	0,3 1
用了几天感觉这部机器的待机时间不长	11,15 -1
比的优点是防抖极强	5,7 1
应用病毒广告很多	0,6 -1
容量超大	0,2 1
开机够快	0,2 1
屏幕分辨上略胜一筹	0,4 1
个人觉得还是不错	-1,-1 1
做工很好	0,2 1
人脸识别识别率木有手机或者强	0,4 -1
手机的金属感真的是很棒	0,6 1
操控手感不错	0,4 1
地图很糙	0,2 -1
屏幕白色背景屏幕颜色不均匀	6,10 -1
整体做工精良	0,4 1
不错的配置除去	3,5 1
外形够有型	0,2 1
对焦点选择不是很方便	0,3 -1
同时在数据传输上使用了简易方便的红外接口	16,20 1
优良的烤漆工艺	5,7 1
应该是比较好的	-1,-1 1
通话声音不是很稳定	0,4 -1
听歌和收音机很爽	0,2 1
这样的功能还是十分实用的	3,5 1
方方正正	-1,-1 -1
色彩饱和度很好	0,5 1
操作系统反映速度很慢	0,8 -1
性价比高	0,3 1
同时三星发信息的速度比较诺基亚速度快了很多	4,10 1
个人认为实用性不大	4,7 -1
总结下很好	-1,-1 1
其他的按键一律为很粗糙的那种	3,5 -1
屏幕增大	0,2 1
外形设计真的很成功	0,4 1
电池个人完全够用了	0,2 1
可视角度根本不是那些照片和黑子说的那样糟糕	0,4 1
整体感很强	0,3 1
游戏场景单调	0,4 -1
整体外观显得比较柔和	0,4 1
鱼鳞状透明键盘虽然好看	5,7 1
机器的工程塑料手感滑溜	7,9 1
整体的操控性能表现平平	0,7 -1
信号不错	0,2 1
音质方面绝对不会比好	0,2 -1
音质效果的表现还是相当的不错的	0,4 1
整体的层次感非常强	0,6 1
音色纯正而丰富	0,2 1
游戏的可玩性不高	0,6 -1
摄像头逆天了	0,3 1
不过耳机的包装不错	2,7 1
运算快	0,2 1
处理器还算给力	0,3 1
存储空间不大	0,4 -1
的铃声表现也相当不错	1,5 1
实际情况是的用户体验远远好于	6,10 1
但实用性下降了	1,4 -1
速度真的没的快	0,2 -1
机子太大了点	-1,-1 -1
屏幕好	0,2 1
英汉词典分级查译功能虽然很简单	8,10 1
优点太多了	-1,-1 1
感觉按键表面并不是很平	2,6 -1
价格贵不少	0,2 -1
拍照在暗处表现一般	0,2 -1
操作不方便	0,2 -1
彩屏稍偏暗些	0,2 -1
屏幕很柔和	0,2 1
从原理上解释了洞妖的高感能力为啥要比小五好些个	10,14 1
保持了机身整体外观浑然一体	5,9 1
毕竟人家的防水技术已经相当成熟了	5,9 1
导航键的面积设计的也很小	0,6 -1
在屏幕方面这样的配置也算是较高了	8,10 1
放大以后感觉拍照效果也不错	6,10 1
效果优秀	0,2 1
比还快很多	-1,-1 1
不过机身上的几个按键的设计本人并不喜欢	8,13 -1
充电很快	0,2 1
使用非常人性化	0,2 1
主要是因为这两个头性价比很高	9,12 1
但是很讨嫌界面发黄和死板的时间界面显示	13,19 -1
侧滑非常牛	0,2 1
颜色挺鲜艳的	0,2 1
感觉开关拧到距离过长	2,4 -1
操作巨爽	0,2 1
靓丽的外形	3,5 1
发短信同时可以加上本机附带的图标动画和铃声也是好有创意的	14,18 1
大小比例也设计的好	0,4 1
而内屏在外观设计上也很让人心动	4,8 1
屏幕大了	0,2 1
而且屏幕的亮度也有些欠缺	2,7 -1
但使用起来发现效果也还算不错	7,9 1
整体亮度也略显不足	2,4 -1
索爱手机的设计师设计出来的界面让人十分的恶心	13,15 -1
缺点铃声震动感太小	2,7 -1
但是屏幕对颜色的还原特别到位	2,4 1
字体显示清晰	0,4 1
在亮度对比度等方面的指数都很出色	1,3 1
传输速度理想	0,4 1
方便于携带的同时还带来良好的手感	14,16 1
屏幕分辨率确实低	0,5 -1
机身小真省劲啊	0,2 1
的拍摄的功能比起有了长足的进步	1,6 1
和弦铃声且铃声雄厚有力	5,7 1
出头性价比无敌	2,5 1
成像不够锐利	0,2 -1
感觉界面很漂亮	2,4 1
快捷键设计的很方便	0,5 1
大家都看到了体积偏大说它笨重言不为过	6,8 1
的全钢机身带来的是无与伦比的重量	14,16 1
可是拍照质量不怎样	2,6 -1
都说飞离谱的手机的电池很耐用	9,11 -1
屏幕清晰之外	0,2 1
其音乐播放能力自是不容忽视的	1,7 1
内存容量在现在手机里来说是偏小	0,4 -1
其他的如多重曝光等等功能都很强大	4,8 1
觉得的设计很奇怪也不好看	3,5 -1
自动关机功能和关机闹铃功能都很实用	0,6 1
看视频很棒了	1,3 1
内存太小	0,2 -1
较简单的操控要求	4,8 1
游戏的连贯性也表现一般	0,6 -1
大屏幕用起来就是一个字爽	1,3 1
图像刷新率很高	0,5 1
铃声音量偏小	0,4 -1
本机采用主流的和弦铃声	7,11 1
铃声种类丰富多彩	0,4 1
突出的键盘	3,5 1
铃声够大	0,2 1
铃声实在太小	0,2 -1
信号没传说那么给力	0,2 -1
拍摄的画面还不错	3,5 1
转轴部分的设计也非常考究	0,7 1
对于构图非常不利	2,4 -1
说明他的电子设计和技术较低端	4,8 -1
不过手机铃声的穿透力倒是蛮强的	2,10 1
操作起来不是很舒适	0,2 -1
速度非常快	0,2 1
用跟索尼对比拍照居然没有的效果好	-1,-1 -1
启动对焦成像都是一流的	0,2 1
选料上乘	0,2 1
脑海里始终浮现着曾经的彪悍的外形	14,16 1
由于图像表现出色	2,4 1
高感还是不错的	0,2 1
机身线条流畅明快	0,4 1
寸屏幕很漂亮啊	1,3 1
手机的核处理器发热控制还好	7,11 1
屏幕大看着感觉挺商务的	0,2 1
而且色彩也要比更加艳丽	2,4 1
该机有良好的数据扩展功能	6,12 1
自带的界面很美观	3,5 1
平滑的直线与弧线的结合让手机的机身流露出稳健与干练的气质	12,17 1
待机时间较短	0,4 -1
所以上手比较容易	2,4 1
